,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
10,0.18869917,0.076738216,0.44554144,0.52086467,0.042861428,0.009924052,0.0019638296,0.37836215,0.51950884,0.53255755,0.0,0.12361693,0.113910265,0.24842945,0.05267681,0.24703714,0.05267681,0.05267681,3.7877308e-07,0.23431355,0.44384748,0.00040836065,0.35905957,0.40060622,0.44554144,0.44554144,0.16072153,0.00046730353,0.027578758,0.00010603112,0.36067885,0.22111078,0.2699042,0.28927696,0.44554144,0.22706756,0.04427157,0.22313146,3.85909e-07,3.7877308e-07
11,0.07888888,0.0326056,0.12914929,0.12374766,0.021122953,0.005979084,0.0009819869,0.10257035,0.1261732,0.12361692,0.12361692,0.0,0.10815491,0.08939209,0.024864305,0.15790349,0.024864305,0.024864305,2.2344291e-07,0.15534998,0.12886944,0.00023061583,0.115132585,0.12398292,0.12914929,0.12914929,0.07196182,0.00027513658,0.014465619,6.185763e-05,0.11498243,0.08618288,0.09993829,0.10421899,0.12914929,0.09014811,0.021634832,0.08920482,2.2764733e-07,2.2344291e-07
12,0.07077487,0.02888908,0.112970024,0.11408661,0.018635996,0.0047679357,0.0009665329,0.09665946,0.11391037,0.113910265,0.113910265,0.10815491,0.0,0.08033866,0.02203013,0.1361182,0.02203013,0.02203013,1.8710014e-07,0.1372658,0.11273921,0.00020400387,0.101365596,0.10892497,0.112970024,0.112970024,0.06487027,0.0002428963,0.012731434,5.3084586e-05,0.101202175,0.07707776,0.08876843,0.09223487,0.112970024,0.080566235,0.01904702,0.07977018,1.9062307e-07,1.8710014e-07
13,0.4589511,0.26120874,0.7885742,0.24405164,0.12741688,0.041080568,0.002992911,0.22897945,0.32170784,0.2484294,0.2484294,0.08939209,0.08033866,0.0,0.1551024,0.21672794,0.1551024,0.1551024,1.0514341e-06,0.10274151,0.78670573,0.0010323413,0.6758805,0.54934275,0.7885742,0.7885742,0.41801733,0.0012233846,0.080389746,0.00029127955,0.6798797,0.5048182,0.56636304,0.6010726,0.7885742,0.51200587,0.13237448,0.5072222,1.0713175e-06,1.0514341e-06
14,0.14910853,0.108562715,0.1499042,0.051697463,0.0584651,0.019864095,0.0013697197,0.056087952,0.08683138,0.05267681,0.05267681,0.024864305,0.022030132,0.15510239,0.0,0.06855521,0.070193365,0.070193365,4.990379e-07,0.016654732,0.14996408,0.00048129493,0.14876218,0.14399508,0.1499042,0.1499042,0.14772423,0.00057418534,0.03782157,0.00013360064,0.14885376,0.15122765,0.14926326,0.14923376,0.1499042,0.15121444,0.060600493,0.15137227,5.08542e-07,4.990379e-07
15,0.1903199,0.10538594,0.34047237,0.24668829,0.057340503,0.019780463,0.0013788886,0.17687096,0.28118658,0.24703714,0.24703714,0.15790349,0.1361182,0.21672793,0.068555206,0.0,0.068555206,0.068555206,5.144419e-07,0.30840483,0.33949596,0.0004937483,0.28955346,0.3092466,0.34047237,0.34047237,0.17238256,0.0005927028,0.037326947,0.00013947881,0.2895881,0.20796905,0.24004371,0.25412405,0.34047237,0.21494131,0.05948204,0.21264763,5.24194e-07,5.144419e-07
16,0.14910853,0.108562715,0.1499042,0.051697463,0.0584651,0.019864095,0.0013697197,0.056087952,0.08683138,0.05267681,0.05267681,0.024864305,0.022030132,0.15510239,0.070193365,0.06855521,0.0,0.070193365,4.990379e-07,0.016654732,0.14996408,0.00048129493,0.14876218,0.14399508,0.1499042,0.1499042,0.14772423,0.00057418534,0.03782157,0.00013360064,0.14885376,0.15122765,0.14926326,0.14923376,0.1499042,0.15121444,0.060600493,0.15137227,5.08542e-07,4.990379e-07
17,0.14910853,0.108562715,0.1499042,0.051697463,0.0584651,0.019864095,0.0013697197,0.056087952,0.08683138,0.05267681,0.05267681,0.024864305,0.022030132,0.15510239,0.070193365,0.06855521,0.070193365,0.0,4.990379e-07,0.016654732,0.14996408,0.00048129493,0.14876218,0.14399508,0.1499042,0.1499042,0.14772423,0.00057418534,0.03782157,0.00013360064,0.14885376,0.15122765,0.14926326,0.14923376,0.1499042,0.15121444,0.060600493,0.15137227,5.08542e-07,4.990379e-07
18,1.0789237e-06,6.560054e-07,9.774081e-07,3.7409126e-07,4.361736e-07,1.8190764e-07,1.7360456e-08,4.172499e-07,6.144231e-07,3.7877308e-07,3.7877308e-07,2.234429e-07,1.8710014e-07,1.051434e-06,4.990379e-07,5.144419e-07,4.990379e-07,4.990379e-07,0.0,1.4183095e-07,9.783777e-07,7.3673814e-09,1.0225168e-06,1.016047e-06,9.774081e-07,9.774081e-07,1.0739269e-06,8.59623e-09,3.1252188e-07,2.488839e-09,1.0218091e-06,1.0872944e-06,1.064336e-06,1.0545342e-06,9.774081e-07,1.0859291e-06,4.4565135e-07,1.087541e-06,1.1894729e-11,1.1681921e-11
19,0.080991566,0.02243115,0.23262271,0.23466843,0.013969363,0.0035428181,0.0007229495,0.16033301,0.23431364,0.23431355,0.23431355,0.15534998,0.13726579,0.10274151,0.01665473,0.30840486,0.01665473,0.01665473,1.4183094e-07,0.0,0.23158066,0.00015539433,0.18159083,0.20685185,0.23262271,0.23262271,0.06344685,0.0001851961,0.00946815,4.1409683e-05,0.18165652,0.095997624,0.13106453,0.14525756,0.23262271,0.104035854,0.014419912,0.10156943,1.4449651e-07,1.4183094e-07
20,0.469948,0.2669168,0.99668634,0.4385688,0.12098817,0.038746327,0.002645682,0.33519855,0.5131041,0.44384754,0.44384754,0.12886944,0.11273921,0.78670573,0.14996406,0.33949596,0.14996406,0.14996406,9.783777e-07,0.23158066,0.0,0.00095385587,0.8080043,0.7018239,0.99668634,0.99668634,0.41258904,0.0011321341,0.07462702,0.0002721755,0.8130495,0.53302646,0.62775517,0.67827207,0.99668634,0.5442097,0.12626213,0.53692424,9.968551e-07,9.783777e-07
21,0.0010459671,0.0006226537,0.00095287396,0.00040322536,0.0004185909,0.00016244207,1.6264366e-05,0.00045645743,0.000606604,0.00040836062,0.00040836062,0.00023061583,0.00020400387,0.0010323413,0.00048129493,0.0004937483,0.00048129493,0.00048129493,7.367381e-09,0.00015539434,0.00095385587,0.0,0.0009993823,0.0009858684,0.00095287396,0.00095287396,0.0010381828,7.168587e-06,0.00029615985,1.9398553e-06,0.0009985466,0.0010566139,0.0010389903,0.0010308474,0.00095287396,0.0010568345,0.0004287061,0.0010581295,7.50342e-09,7.367381e-09
22,0.45378223,0.23879029,0.8099979,0.35513893,0.12240201,0.040277824,0.002773103,0.29080802,0.4273267,0.35905957,0.35905957,0.11513259,0.1013656,0.6758805,0.14876218,0.28955343,0.14876218,0.14876218,1.0225168e-06,0.18159083,0.8080043,0.0009993823,0.0,0.6163313,0.8099979,0.8099979,0.4101221,0.0011865288,0.07761751,0.00028464757,0.6980723,0.50408745,0.5734652,0.60883045,0.8099979,0.5128718,0.12718289,0.5074676,1.0418403e-06,1.0225168e-06
23,0.42668548,0.21538284,0.7033813,0.39733413,0.11913094,0.03982865,0.002695506,0.31123316,0.46405247,0.40060622,0.40060622,0.123982914,0.10892496,0.54934275,0.14399508,0.3092466,0.14399508,0.14399508,1.016047e-06,0.20685185,0.7018239,0.0009858684,0.6163313,0.0,0.7033813,0.7033813,0.3913865,0.001172597,0.07635544,0.0002814717,0.6182274,0.4684296,0.5226012,0.5473988,0.7033813,0.47591528,0.123679176,0.47161567,1.0352572e-06,1.016047e-06
24,0.47018176,0.26709864,1.0,0.44023764,0.12091262,0.038709927,0.0026428977,0.33608073,0.5147517,0.44554144,0.44554144,0.12914929,0.112970024,0.7885741,0.1499042,0.34047234,0.1499042,0.1499042,9.774081e-07,0.23262271,0.99668634,0.00095287396,0.809998,0.7033813,0.0,1.0,0.41256335,0.0011309641,0.0745565,0.00027190207,0.81507474,0.5334985,0.6287071,0.67948884,1.0,0.54472697,0.12618965,0.53740513,9.958671e-07,9.774081e-07
25,0.47018176,0.26709864,1.0,0.44023764,0.12091262,0.038709927,0.0026428977,0.33608073,0.5147517,0.44554144,0.44554144,0.12914929,0.112970024,0.7885741,0.1499042,0.34047234,0.1499042,0.1499042,9.774081e-07,0.23262271,0.99668634,0.00095287396,0.809998,0.7033813,1.0,0.0,0.41256335,0.0011309641,0.0745565,0.00027190207,0.81507474,0.5334985,0.6287071,0.67948884,1.0,0.54472697,0.12618965,0.53740513,9.958671e-07,9.774081e-07
26,0.38443175,0.21137461,0.41256335,0.1585942,0.12408623,0.042070895,0.0029301236,0.1641286,0.23033498,0.16072153,0.16072153,0.07196182,0.06487027,0.41801733,0.14772424,0.17238256,0.14772424,0.14772424,1.0739269e-06,0.06344685,0.412589,0.0010381828,0.4101221,0.3913865,0.41256335,0.41256335,0.0,0.0012357901,0.080903545,0.00029139835,0.41034675,0.3978995,0.403872,0.40717587,0.41256335,0.39957935,0.12836021,0.399015,1.0942985e-06,1.0739269e-06
27,0.0012444344,0.00074527727,0.0011309641,0.00046154918,0.0004993516,0.0001954261,1.8616596e-05,0.0005221327,0.0007146818,0.00046730353,0.00046730353,0.00027513658,0.0002428963,0.0012233845,0.00057418534,0.0005927028,0.00057418534,0.00057418534,8.59623e-09,0.0001851961,0.0011321341,7.168587e-06,0.0011865288,0.0011725969,0.0011309641,0.0011309641,0.0012357901,0.0,0.00035268656,2.2467364e-06,0.001185469,0.0012556806,0.0012343555,0.0012243738,0.0011309641,0.0012561491,0.0005114603,0.0012577544,8.7552605e-09,8.59623e-09
28,0.08122773,0.05175662,0.0745565,0.027117789,0.032300096,0.011582048,0.0008360827,0.030708373,0.04542519,0.027578758,0.027578758,0.014465622,0.012731434,0.080389746,0.03782157,0.037326947,0.03782157,0.03782157,3.1252188e-07,0.00946815,0.07462702,0.00029615985,0.07761751,0.07635545,0.0745565,0.0745565,0.080903545,0.00035268656,0.0,8.3216066e-05,0.07756492,0.08209535,0.0806077,0.079996035,0.0745565,0.08207079,0.03328712,0.08217791,3.1845929e-07,3.1252188e-07
29,0.0002948974,0.00017406048,0.00027190207,0.00010508484,0.00011686544,4.7529615e-05,4.423219e-06,0.00011804068,0.00016869754,0.00010603112,0.00010603112,6.185763e-05,5.3084586e-05,0.00029127955,0.00013360064,0.00013947881,0.00013360064,0.00013360064,2.488839e-09,4.1409683e-05,0.0002721755,1.9398553e-06,0.00028464757,0.0002814717,0.00027190207,0.00027190207,0.00029139832,2.2467364e-06,8.3216066e-05,0.0,0.00028445388,0.00029878647,0.00029481968,0.00029286311,0.00027190207,0.000299122,0.00011952933,0.00029939177,2.5342155e-09,2.488839e-09
30,0.4543624,0.23966555,0.81507474,0.35662404,0.122409254,0.040250592,0.0027736023,0.29196626,0.42883307,0.36067885,0.36067885,0.11498244,0.101202175,0.6798797,0.14885376,0.2895881,0.14885376,0.14885376,1.021809e-06,0.18165651,0.81304944,0.0009985466,0.6980723,0.6182274,0.81507474,0.81507474,0.41034672,0.001185469,0.07756492,0.0002844539,0.0,0.50505024,0.5750806,0.6109912,0.81507474,0.51387143,0.12719487,0.5084188,1.0411185e-06,1.021809e-06
31,0.4194184,0.22031899,0.53349847,0.21850972,0.12659337,0.042601503,0.0029580048,0.20709765,0.29156083,0.22111075,0.22111075,0.08618287,0.07707777,0.5048182,0.15122767,0.20796905,0.15122767,0.15122767,1.0872944e-06,0.095997624,0.5330264,0.0010566139,0.50408745,0.46842957,0.53349847,0.53349847,0.3978995,0.0012556806,0.08209535,0.00029878647,0.50505024,0.0,0.46935388,0.48096347,0.53349847,0.44884413,0.1310393,0.44681883,1.1078778e-06,1.0872944e-06
32,0.43429667,0.22032443,0.62870705,0.26699322,0.124672696,0.041801676,0.0028984952,0.2387991,0.33883318,0.2699042,0.2699042,0.099938296,0.08876843,0.56636304,0.14926326,0.24004371,0.14926326,0.14926326,1.064336e-06,0.13106453,0.62775517,0.0010389903,0.5734652,0.5226012,0.62870705,0.62870705,0.403872,0.0012343555,0.08060769,0.00029481968,0.57508063,0.4693539,0.0,0.5307362,0.62870705,0.4751476,0.12911266,0.47178596,1.0844714e-06,1.064336e-06
33,0.44152716,0.22498621,0.67948884,0.28617293,0.124261834,0.041482035,0.002872437,0.2503634,0.35855064,0.28927693,0.28927693,0.10421899,0.09223487,0.6010726,0.14923376,0.25412405,0.14923376,0.14923376,1.0545342e-06,0.14525755,0.67827207,0.0010308474,0.60883045,0.5473988,0.67948884,0.67948884,0.40717587,0.0012243738,0.07999603,0.00029286311,0.6109912,0.48096347,0.5307362,0.0,0.67948884,0.48766106,0.12875648,0.48369944,1.0744777e-06,1.0545342e-06
34,0.47018176,0.26709864,1.0,0.44023764,0.12091262,0.038709927,0.0026428977,0.33608073,0.5147517,0.44554144,0.44554144,0.12914929,0.112970024,0.7885741,0.1499042,0.34047234,0.1499042,0.1499042,9.774081e-07,0.23262271,0.99668634,0.00095287396,0.809998,0.7033813,1.0,1.0,0.41256335,0.0011309641,0.0745565,0.00027190207,0.81507474,0.5334985,0.6287071,0.67948884,0.0,0.54472697,0.12618965,0.53740513,9.958671e-07,9.774081e-07
35,0.42242578,0.2204772,0.54472697,0.2245206,0.12657125,0.042593066,0.0029548109,0.21106304,0.29756,0.22706756,0.22706756,0.09014811,0.080566235,0.51200587,0.15121444,0.2149413,0.15121444,0.15121444,1.0859291e-06,0.104035854,0.5442097,0.0010568345,0.51287174,0.47591528,0.54472697,0.54472697,0.39957935,0.0012561491,0.08207079,0.000299122,0.51387143,0.44884416,0.4751476,0.48766106,0.54472697,0.0,0.13102053,0.4507874,1.1064861e-06,1.0859291e-06
36,0.129321,0.09060568,0.12618965,0.043462276,0.0508766,0.017573932,0.0012099424,0.0478752,0.07386085,0.04427157,0.04427157,0.021634834,0.01904702,0.13237448,0.060600486,0.059482034,0.060600486,0.060600486,4.4565135e-07,0.014419912,0.12626213,0.00042870612,0.12718289,0.123679176,0.12618965,0.12618965,0.12836021,0.00051146036,0.03328712,0.000119529315,0.12719487,0.13103929,0.12911268,0.12875648,0.12618965,0.13102052,0.0,0.13116862,4.5413628e-07,4.4565135e-07
37,0.42116892,0.2205846,0.53740513,0.22061948,0.12671603,0.042652544,0.0029592873,0.20843539,0.2937667,0.22313146,0.22313146,0.08920482,0.07977018,0.5072222,0.15137228,0.21264762,0.15137228,0.15137228,1.087541e-06,0.10156943,0.53692424,0.0010581295,0.5074677,0.47161567,0.53740513,0.53740513,0.399015,0.0012577545,0.08217791,0.00029939174,0.5084188,0.44681883,0.47178596,0.48369944,0.53740513,0.45078743,0.13116862,0.0,1.1081304e-06,1.087541e-06
38,1.0993671e-06,6.685021e-07,9.958671e-07,3.8113794e-07,4.4447344e-07,1.8535938e-07,1.7686164e-08,4.2512917e-07,6.2604545e-07,3.85909e-07,3.85909e-07,2.2764733e-07,1.9062308e-07,1.0713173e-06,5.08542e-07,5.24194e-07,5.08542e-07,5.08542e-07,1.1894729e-11,1.4449651e-07,9.968551e-07,7.50342e-09,1.0418403e-06,1.0352572e-06,9.958671e-07,9.958671e-07,1.0942985e-06,8.7552605e-09,3.1845929e-07,2.5342155e-09,1.0411185e-06,1.1078778e-06,1.0844714e-06,1.0744777e-06,9.958671e-07,1.1064861e-06,4.5413628e-07,1.1081303e-06,0.0,1.1894729e-11
39,1.0789237e-06,6.560054e-07,9.774081e-07,3.7409126e-07,4.361736e-07,1.8190764e-07,1.7360456e-08,4.172499e-07,6.144231e-07,3.7877308e-07,3.7877308e-07,2.234429e-07,1.8710014e-07,1.051434e-06,4.990379e-07,5.144419e-07,4.990379e-07,4.990379e-07,1.1681921e-11,1.4183095e-07,9.783777e-07,7.3673814e-09,1.0225168e-06,1.016047e-06,9.774081e-07,9.774081e-07,1.0739269e-06,8.59623e-09,3.1252188e-07,2.488839e-09,1.0218091e-06,1.0872944e-06,1.064336e-06,1.0545342e-06,9.774081e-07,1.0859291e-06,4.4565135e-07,1.087541e-06,1.1894729e-11,0.0
